-0.003,-0.035,-0.073,1.546,-0.499,0.083,443707654.000
-0.003,-0.035,-0.081,1.546,-0.499,0.056,443707754.000
-0.005,-0.036,-0.071,1.538,-0.502,0.092,443707855.000
-0.001,-0.036,-0.076,1.539,-0.495,0.093,443707954.000
-0.005,-0.033,-0.073,1.553,-0.486,0.074,443708054.000
-0.001,-0.033,-0.071,1.567,-0.503,0.074,443708154.000
-0.003,-0.035,-0.073,1.546,-0.499,0.083,443708254.000
-0.003,-0.032,-0.076,1.561,-0.483,0.065,443708354.000
0.001,-0.035,-0.071,1.533,-0.516,0.084,443708455.000
-0.001,-0.031,-0.073,1.583,-0.535,0.083,443708554.000
-0.001,-0.033,-0.071,1.540,-0.503,0.074,443708655.000
-0.005,-0.031,-0.078,1.569,-0.454,0.056,443708754.000
-0.005,-0.031,-0.073,1.555,-0.510,0.083,443708855.000
-0.003,-0.032,-0.083,1.562,-0.483,0.065,443708955.000
0.001,-0.035,-0.073,1.547,-0.524,0.084,443709055.000
-0.003,-0.035,-0.073,1.505,-0.523,0.083,443709155.000
0.001,-0.032,-0.076,1.548,-0.533,0.093,443709255.000
-0.003,-0.035,-0.076,1.519,-0.483,0.083,443709355.000
-0.003,-0.032,-0.076,1.534,-0.483,0.065,443709454.000
-0.003,-0.032,-0.085,1.548,-0.492,0.065,443709554.000
-0.003,-0.037,-0.076,1.517,-0.507,0.074,443709654.000
-0.003,-0.032,-0.071,1.575,-0.490,0.065,443709754.000
-0.001,-0.036,-0.068,1.538,-0.495,0.093,443709855.000
-0.001,-0.036,-0.078,1.525,-0.504,0.093,443709954.000
-0.003,-0.037,-0.071,1.531,-0.466,0.074,443710054.000
-0.001,-0.033,-0.071,1.540,-0.503,0.074,443710154.000
-0.007,-0.032,-0.073,1.547,-0.449,0.092,443710255.000
-0.003,-0.035,-0.076,1.519,-0.483,0.083,443710354.000
-0.005,-0.036,-0.068,1.510,-0.470,0.092,443710454.000
-0.003,-0.035,-0.078,1.519,-0.515,0.083,443710555.000
-0.005,-0.028,-0.076,1.543,-0.495,0.092,443710654.000
-0.003,-0.029,-0.078,1.535,-0.491,0.074,443710754.000
-0.001,-0.036,-0.071,1.483,-0.528,0.064,443710855.000
-0.003,-0.035,-0.068,1.504,-0.507,0.083,443710955.000
-0.001,-0.028,-0.078,1.543,-0.504,0.092,443711055.000
-0.001,-0.028,-0.078,1.557,-0.528,0.065,443711155.000
-0.001,-0.033,-0.076,1.513,-0.520,0.074,443711254.000
-0.005,-0.033,-0.076,1.498,-0.519,0.073,443711355.000
-0.005,-0.033,-0.078,1.526,-0.503,0.073,443711455.000
-0.005,-0.033,-0.081,1.512,-0.511,0.073,443711555.000
-0.003,-0.035,-0.078,1.491,-0.516,0.083,443711654.000
-0.003,-0.035,-0.071,1.491,-0.515,0.083,443711754.000
-0.003,-0.035,-0.073,1.491,-0.499,0.083,443711854.000
0.001,-0.037,-0.076,1.463,-0.533,0.074,443711955.000
-0.003,-0.032,-0.076,1.506,-0.532,0.092,443712054.000
-0.007,-0.029,-0.073,1.493,-0.474,0.073,443712155.000
