0.015,-0.088,-0.143,3.127,-0.054,0.676,444788575.000
0.010,-0.088,-0.138,3.140,-0.036,0.648,444788675.000
0.015,-0.090,-0.142,3.167,-0.054,0.668,444788775.000
0.017,-0.089,-0.142,3.120,-0.067,0.658,444788875.000
0.015,-0.088,-0.140,3.168,-0.045,0.677,444788974.000
0.015,-0.090,-0.140,3.139,-0.070,0.667,444789073.000
0.019,-0.085,-0.145,3.157,-0.088,0.658,444789174.000
0.010,-0.088,-0.148,3.168,-0.069,0.676,444789273.000
0.012,-0.089,-0.143,3.133,-0.017,0.658,444789374.000
0.015,-0.085,-0.143,3.170,-0.054,0.686,444789474.000
0.017,-0.086,-0.140,3.177,-0.058,0.695,444789573.000
0.015,-0.090,-0.143,3.139,-0.054,0.667,444789674.000
0.013,-0.089,-0.148,3.134,-0.034,0.685,444789773.000
0.015,-0.088,-0.140,3.155,-0.070,0.676,444789873.000
0.015,-0.090,-0.145,3.153,-0.062,0.667,444789974.000
0.012,-0.092,-0.145,3.132,-0.025,0.676,444790073.000
0.008,-0.084,-0.142,3.176,-0.016,0.648,444790174.000
0.012,-0.089,-0.145,3.175,-0.025,0.686,444790274.000
0.015,-0.088,-0.140,3.168,-0.045,0.677,444790374.000
0.017,-0.089,-0.143,3.148,-0.067,0.686,444790473.000
0.015,-0.088,-0.140,3.182,-0.070,0.677,444790574.000
0.015,-0.088,-0.145,3.141,-0.062,0.676,444790674.000
0.019,-0.093,-0.143,3.153,-0.079,0.686,444790774.000
0.017,-0.089,-0.140,3.161,-0.058,0.659,444790873.000
0.015,-0.090,-0.143,3.153,-0.078,0.667,444790973.000
0.012,-0.089,-0.143,3.161,-0.017,0.686,444791074.000
0.017,-0.084,-0.142,3.177,-0.066,0.649,444791173.000
0.017,-0.092,-0.143,3.146,-0.042,0.677,444791274.000
0.015,-0.088,-0.143,3.182,-0.054,0.677,444791374.000
0.015,-0.090,-0.138,3.153,-0.061,0.667,444791474.000
0.015,-0.085,-0.143,3.143,-0.054,0.685,444791573.000
0.013,-0.087,-0.147,3.162,-0.058,0.667,444791675.000
0.017,-0.087,-0.150,3.163,-0.067,0.667,444791774.000
0.019,-0.088,-0.147,3.155,-0.096,0.649,444791874.000
0.012,-0.092,-0.145,3.132,-0.025,0.676,444791974.000
0.015,-0.091,-0.147,3.139,-0.070,0.640,444792074.000
0.017,-0.087,-0.145,3.176,-0.075,0.668,444792174.000
0.015,-0.093,-0.140,3.111,-0.046,0.686,444792273.000
0.017,-0.089,-0.147,3.134,-0.059,0.658,444792374.000
0.015,-0.090,-0.143,3.139,-0.054,0.667,444792474.000
0.015,-0.093,-0.143,3.110,-0.078,0.658,444792573.000
0.017,-0.092,-0.145,3.146,-0.075,0.649,444792674.000
0.015,-0.085,-0.147,3.184,-0.046,0.658,444792774.000
0.015,-0.088,-0.145,3.155,-0.038,0.649,444792873.000
0.015,-0.088,-0.147,3.155,-0.070,0.649,444792974.000
0.017,-0.092,-0.140,3.146,-0.058,0.677,444793074.000
0.013,-0.089,-0.147,3.147,-0.058,0.658,444793173.000
0.013,-0.089,-0.143,3.147,-0.041,0.658,444793273.000
0.015,-0.091,-0.150,3.140,-0.054,0.640,444793373.000
0.017,-0.086,-0.140,3.149,-0.058,0.695,444793473.000
0.015,-0.090,-0.147,3.154,-0.046,0.667,444793574.000
0.012,-0.089,-0.145,3.147,-0.025,0.658,444793674.000
0.013,-0.089,-0.147,3.161,-0.033,0.658,444793773.000
0.012,-0.092,-0.145,3.132,-0.025,0.676,444793873.000
0.015,-0.088,-0.145,3.141,-0.062,0.676,444793974.000
0.017,-0.092,-0.148,3.133,-0.083,0.677,444794073.000
0.008,-0.092,-0.143,3.131,-0.016,0.676,444794173.000
0.017,-0.094,-0.145,3.117,-0.099,0.667,444794273.000
0.019,-0.088,-0.142,3.141,-0.104,0.649,444794373.000
0.015,-0.090,-0.150,3.140,-0.055,0.667,444794474.000
0.017,-0.086,-0.142,3.149,-0.091,0.667,444794574.000
0.015,-0.088,-0.148,3.141,-0.046,0.676,444794674.000
0.013,-0.092,-0.148,3.146,-0.033,0.676,444794774.000
0.010,-0.093,-0.135,3.096,-0.028,0.685,444794873.000
0.017,-0.092,-0.150,3.133,-0.067,0.649,444794973.000
0.017,-0.094,-0.145,3.131,-0.026,0.668,444795074.000
0.012,-0.089,-0.145,3.133,-0.001,0.658,444795173.000
0.017,-0.089,-0.147,3.162,0.038,0.659,444795274.000
0.014,-0.093,-0.138,3.124,0.060,0.659,444795374.000
0.017,-0.092,-0.147,3.118,0.038,0.622,444795474.000
0.017,-0.092,-0.145,3.118,0.071,0.650,444795574.000
0.012,-0.087,-0.147,3.135,0.136,0.668,444795673.000
0.012,-0.089,-0.147,3.106,0.112,0.659,444795774.000
0.019,-0.093,-0.145,3.083,0.106,0.632,444795874.000
0.019,-0.088,-0.147,3.114,0.122,0.650,444795974.000
0.019,-0.091,-0.152,3.086,0.129,0.641,444796074.000
0.021,-0.092,-0.147,3.106,0.134,0.679,444796174.000
0.018,-0.093,-0.147,3.084,0.171,0.632,444796273.000
0.016,-0.089,-0.145,3.093,0.191,0.660,444796373.000
0.014,-0.088,-0.142,3.127,0.188,0.651,444796474.000
0.021,-0.089,-0.145,3.107,0.142,0.660,444796573.000
0.018,-0.091,-0.147,3.099,0.171,0.642,444796674.000
0.016,-0.092,-0.145,3.077,0.191,0.651,444796774.000
0.018,-0.093,-0.145,3.111,0.155,0.660,444796874.000
0.021,-0.092,-0.150,3.092,0.174,0.624,444796973.000
0.016,-0.094,-0.143,3.062,0.175,0.669,444797073.000
0.016,-0.087,-0.147,3.121,0.183,0.641,444797174.000
0.016,-0.092,-0.142,3.118,0.200,0.651,444797273.000
0.018,-0.091,-0.145,3.085,0.179,0.642,444797373.000
0.018,-0.091,-0.145,3.085,0.179,0.642,444797473.000
0.018,-0.093,-0.147,3.070,0.195,0.633,444797573.000
0.016,-0.089,-0.143,3.079,0.200,0.660,444797674.000
0.014,-0.088,-0.150,3.114,0.212,0.651,444797773.000
0.023,-0.093,-0.145,3.070,0.153,0.633,444797874.000
0.014,-0.088,-0.147,3.086,0.196,0.623,444797973.000
0.016,-0.087,-0.142,3.135,0.224,0.642,444798073.000
0.018,-0.091,-0.140,3.098,0.171,0.642,444798173.000
0.021,-0.092,-0.142,3.064,0.174,0.651,444798274.000
0.018,-0.088,-0.142,3.086,0.187,0.651,444798373.000
0.018,-0.091,-0.142,3.057,0.211,0.614,444798473.000
0.018,-0.088,-0.145,3.087,0.203,0.651,444798573.000
0.020,-0.092,-0.142,3.050,0.198,0.651,444798673.000
0.018,-0.091,-0.150,3.044,0.234,0.642,444798773.000
0.018,-0.091,-0.145,3.044,0.251,0.642,444798874.000
0.018,-0.088,-0.142,3.045,0.259,0.623,444798974.000
0.020,-0.092,-0.145,3.050,0.311,0.624,444799074.000
0.018,-0.091,-0.145,3.030,0.324,0.642,444799173.000
0.024,-0.087,-0.142,3.081,0.318,0.616,444799273.000
0.020,-0.089,-0.142,3.038,0.344,0.634,444799374.000
0.022,-0.091,-0.142,3.002,0.379,0.616,444799474.000
0.026,-0.091,-0.142,3.003,0.354,0.616,444799573.000
0.024,-0.092,-0.147,3.009,0.374,0.597,444799674.000
0.024,-0.087,-0.142,3.025,0.415,0.588,444799774.000
0.024,-0.092,-0.152,2.982,0.406,0.625,444799874.000
0.026,-0.091,-0.142,2.962,0.426,0.616,444799973.000
0.026,-0.093,-0.140,2.988,0.435,0.635,444800073.000
0.024,-0.087,-0.147,2.985,0.471,0.616,444800174.000
0.024,-0.090,-0.140,2.983,0.496,0.607,444800273.000
0.026,-0.088,-0.150,2.977,0.474,0.598,444800374.000
0.026,-0.088,-0.145,2.977,0.490,0.598,444800473.000
0.028,-0.090,-0.147,2.984,0.470,0.608,444800573.000
0.026,-0.093,-0.145,2.919,0.490,0.607,444800673.000
0.028,-0.087,-0.140,2.999,0.470,0.645,444800773.000
0.028,-0.092,-0.145,2.954,0.478,0.598,444800874.000
0.028,-0.090,-0.142,2.969,0.510,0.580,444800973.000
0.024,-0.090,-0.147,2.956,0.543,0.607,444801073.000
0.026,-0.091,-0.150,2.948,0.546,0.589,444801174.000
0.028,-0.090,-0.137,2.969,0.527,0.608,444801273.000
0.028,-0.092,-0.142,2.927,0.510,0.599,444801374.000
0.030,-0.096,-0.147,2.891,0.505,0.599,444801473.000
0.028,-0.090,-0.145,2.956,0.502,0.580,444801574.000
0.028,-0.087,-0.145,2.943,0.502,0.589,444801673.000
0.030,-0.093,-0.142,2.920,0.497,0.608,444801774.000
0.030,-0.091,-0.145,2.921,0.489,0.589,444801874.000
0.030,-0.091,-0.142,2.935,0.497,0.617,444801974.000
0.028,-0.087,-0.145,2.944,0.502,0.617,444802074.000
0.026,-0.088,-0.147,2.936,0.530,0.598,444802174.000
0.030,-0.091,-0.147,2.949,0.505,0.617,444802274.000
0.028,-0.090,-0.145,2.942,0.526,0.580,444802373.000
0.024,-0.092,-0.142,2.940,0.560,0.626,444802473.000
0.030,-0.088,-0.150,2.937,0.521,0.599,444802574.000
0.026,-0.088,-0.140,2.935,0.531,0.598,444802673.000
0.028,-0.090,-0.145,2.956,0.502,0.608,444802773.000
0.024,-0.085,-0.147,2.986,0.592,0.599,444802873.000
0.028,-0.090,-0.140,2.942,0.543,0.608,444802973.000
0.026,-0.088,-0.147,2.935,0.530,0.571,444803073.000
0.028,-0.090,-0.142,2.942,0.558,0.608,444803174.000
0.026,-0.088,-0.147,2.950,0.555,0.598,444803274.000
0.028,-0.092,-0.152,2.900,0.525,0.598,444803374.000
0.028,-0.087,-0.142,2.930,0.510,0.617,444803474.000
0.033,-0.090,-0.142,2.929,0.509,0.608,444803573.000
0.028,-0.090,-0.147,2.914,0.542,0.580,444803673.000
0.030,-0.088,-0.142,2.936,0.521,0.599,444803774.000
0.028,-0.089,-0.142,2.929,0.534,0.635,444803874.000
0.026,-0.088,-0.142,2.935,0.547,0.598,444803975.000
0.030,-0.088,-0.142,2.950,0.546,0.599,444804075.000
0.030,-0.086,-0.147,2.965,0.529,0.608,444804175.000
0.028,-0.087,-0.147,2.943,0.518,0.589,444804274.000
0.030,-0.088,-0.140,2.936,0.505,0.626,444804374.000
0.026,-0.093,-0.147,2.919,0.555,0.608,444804475.000
0.032,-0.090,-0.142,2.915,0.533,0.608,444804574.000
0.028,-0.090,-0.137,2.928,0.551,0.608,444804674.000
0.030,-0.093,-0.147,2.920,0.529,0.608,444804775.000
0.028,-0.090,-0.147,2.914,0.542,0.580,444804875.000
0.028,-0.089,-0.142,2.929,0.534,0.635,444804975.000
0.028,-0.090,-0.147,2.915,0.542,0.608,444805075.000
0.033,-0.087,-0.145,2.944,0.525,0.617,444805174.000
0.026,-0.083,-0.140,2.966,0.579,0.617,444805275.000
0.030,-0.088,-0.145,2.922,0.513,0.599,444805374.000
0.030,-0.094,-0.147,2.892,0.529,0.580,444805474.000
0.026,-0.091,-0.142,2.948,0.547,0.589,444805575.000
0.033,-0.087,-0.145,2.930,0.500,0.590,444805675.000
0.030,-0.091,-0.152,2.935,0.513,0.562,444805774.000
0.028,-0.092,-0.147,2.900,0.542,0.598,444805875.000
0.028,-0.090,-0.142,2.928,0.534,0.608,444805974.000
0.026,-0.091,-0.140,2.920,0.579,0.589,444806074.000
0.028,-0.085,-0.142,3.000,0.559,0.599,444806174.000
0.030,-0.091,-0.150,2.935,0.545,0.590,444806275.000
0.028,-0.090,-0.145,2.942,0.526,0.608,444806374.000
0.028,-0.090,-0.142,2.901,0.534,0.608,444806475.000
0.028,-0.087,-0.145,2.957,0.526,0.589,444806574.000
0.033,-0.087,-0.147,2.944,0.492,0.590,444806674.000
0.030,-0.088,-0.142,2.964,0.522,0.599,444806774.000
0.026,-0.086,-0.142,2.951,0.547,0.608,444806874.000
0.028,-0.092,-0.145,2.899,0.526,0.598,444806974.000
0.028,-0.090,-0.142,2.901,0.534,0.608,444807075.000
0.028,-0.087,-0.140,2.957,0.494,0.589,444807175.000
0.024,-0.084,-0.142,2.958,0.560,0.598,444807274.000
0.024,-0.092,-0.142,2.940,0.560,0.598,444807375.000
0.024,-0.090,-0.147,2.928,0.543,0.607,444807475.000
0.028,-0.090,-0.142,2.928,0.534,0.608,444807574.000
0.030,-0.086,-0.145,2.938,0.513,0.608,444807674.000
0.030,-0.088,-0.140,2.936,0.505,0.599,444807774.000
0.030,-0.091,-0.142,2.949,0.522,0.617,444807874.000
0.030,-0.088,-0.147,2.923,0.529,0.626,444807974.000
0.030,-0.088,-0.140,2.922,0.481,0.598,444808075.000
0.033,-0.090,-0.145,2.943,0.500,0.608,444808175.000
0.024,-0.087,-0.147,2.957,0.567,0.589,444808274.000
0.030,-0.088,-0.142,2.950,0.497,0.599,444808375.000
0.028,-0.090,-0.142,2.942,0.510,0.608,444808474.000
0.026,-0.091,-0.142,2.948,0.547,0.589,444808575.000
0.026,-0.091,-0.145,2.934,0.539,0.589,444808675.000
0.028,-0.084,-0.142,2.945,0.510,0.598,444808774.000
0.028,-0.092,-0.137,2.899,0.526,0.626,444808874.000
0.028,-0.087,-0.142,2.957,0.510,0.617,444808974.000
0.030,-0.091,-0.147,2.907,0.529,0.589,444809074.000
0.028,-0.090,-0.145,2.942,0.526,0.608,444809175.000
0.026,-0.088,-0.142,2.949,0.571,0.599,444809274.000
0.033,-0.087,-0.147,2.944,0.492,0.590,444809374.000
0.028,-0.090,-0.140,2.928,0.518,0.608,444809474.000
0.033,-0.090,-0.145,2.929,0.525,0.581,444809574.000
0.024,-0.090,-0.147,2.914,0.567,0.607,444809675.000
0.028,-0.087,-0.142,2.957,0.510,0.589,444809775.000
0.030,-0.088,-0.145,2.950,0.513,0.599,444809875.000
0.033,-0.090,-0.147,2.915,0.516,0.608,444809974.000
0.028,-0.087,-0.150,2.930,0.509,0.589,444810074.000
0.026,-0.086,-0.142,2.951,0.547,0.635,444810175.000
0.022,-0.091,-0.140,2.920,0.556,0.616,444810275.000
0.026,-0.088,-0.147,2.950,0.555,0.598,444810374.000
0.028,-0.087,-0.147,2.930,0.542,0.589,444810474.000
0.028,-0.084,-0.145,2.959,0.502,0.598,444810574.000
0.033,-0.087,-0.145,2.944,0.525,0.590,444810675.000
0.028,-0.090,-0.147,2.915,0.542,0.608,444810774.000
0.024,-0.090,-0.142,2.928,0.560,0.607,444810874.000
0.033,-0.089,-0.145,2.929,0.476,0.608,444810974.000
0.026,-0.091,-0.145,2.921,0.514,0.617,444811074.000
0.030,-0.091,-0.152,2.908,0.512,0.589,444811175.000
0.028,-0.090,-0.142,2.928,0.534,0.580,444811275.000
0.030,-0.091,-0.142,2.907,0.545,0.617,444811375.000
0.030,-0.086,-0.150,2.966,0.545,0.608,444811474.000
0.028,-0.087,-0.145,2.971,0.550,0.590,444811574.000
0.032,-0.090,-0.145,2.943,0.549,0.609,444811674.000
0.030,-0.088,-0.145,2.936,0.586,0.572,444811774.000
0.032,-0.090,-0.147,2.943,0.565,0.581,444811874.000
0.035,-0.088,-0.147,2.909,0.576,0.600,444811975.000
0.032,-0.092,-0.140,2.900,0.614,0.600,444812074.000
0.032,-0.095,-0.145,2.899,0.622,0.618,444812175.000
0.028,-0.087,-0.147,2.944,0.663,0.590,444812274.000
0.032,-0.092,-0.145,2.914,0.670,0.600,444812375.000
0.034,-0.086,-0.142,2.938,0.666,0.610,444812474.000
0.030,-0.086,-0.145,2.924,0.683,0.581,444812575.000
0.034,-0.088,-0.152,2.910,0.705,0.573,444812674.000
0.036,-0.087,-0.140,2.903,0.734,0.592,444812774.000
0.036,-0.087,-0.142,2.903,0.750,0.592,444812875.000
0.034,-0.096,-0.147,2.864,0.770,0.573,444812974.000
0.038,-0.091,-0.142,2.880,0.785,0.565,444813075.000
0.032,-0.087,-0.145,2.889,0.815,0.592,444813174.000
0.038,-0.091,-0.147,2.881,0.817,0.565,444813274.000
0.043,-0.091,-0.147,2.854,0.792,0.565,444813374.000
0.034,-0.091,-0.145,2.880,0.875,0.593,444813474.000
0.041,-0.087,-0.145,2.904,0.740,0.592,444813575.000
0.030,-0.081,-0.142,2.912,0.594,0.571,444813675.000
0.025,-0.087,-0.145,2.915,0.284,0.586,444813774.000
0.017,-0.086,-0.152,3.039,-0.174,0.638,444813874.000
-0.013,-0.079,-0.143,3.195,-0.991,0.665,444813975.000
-0.034,-0.067,-0.136,3.328,-1.941,0.682,444814075.000
-0.055,-0.062,-0.141,3.472,-2.859,0.755,444814174.000
-0.076,-0.055,-0.141,3.616,-3.737,0.755,444814275.000
-0.101,-0.045,-0.139,3.762,-4.775,0.817,444814375.000
-0.123,-0.035,-0.139,3.908,-5.725,0.881,444814474.000
-0.152,-0.031,-0.135,4.008,-6.729,0.897,444814574.000
-0.171,-0.020,-0.130,4.107,-7.773,0.950,444814674.000
-0.199,-0.006,-0.128,4.206,-8.581,0.986,444814773.000
-0.224,0.009,-0.133,4.257,-9.596,1.010,444814874.000
-0.245,0.016,-0.124,4.333,-10.514,1.065,444814974.000
-0.268,0.030,-0.129,4.281,-11.567,1.097,444815075.000
-0.293,0.048,-0.115,4.292,-12.468,1.159,444815173.000
-0.312,0.062,-0.115,4.212,-13.434,1.193,444815273.000
-0.341,0.083,-0.116,4.101,-14.506,1.234,444815374.000
-0.360,0.092,-0.112,3.922,-15.528,1.276,444815475.000
-0.394,0.117,-0.113,3.730,-16.625,1.305,444815575.000
-0.412,0.139,-0.108,3.572,-17.648,1.365,444815674.000
-0.443,0.164,-0.111,3.372,-18.789,1.404,444815773.000
-0.466,0.186,-0.105,3.117,-19.925,1.434,444815874.000
-0.493,0.211,-0.108,2.808,-20.996,1.500,444815973.000
-0.497,0.200,-0.093,3.201,-21.086,1.494,444816074.000
-0.522,0.242,-0.097,2.315,-22.249,1.572,444816174.000
-0.551,0.265,-0.092,2.149,-23.281,1.566,444816273.000
